annotation_id,location_id,source_id,image_path,request_location,pano_id,image_date,copyright,metadata_status,latitude,longitude,location_method,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,damage_labels,is_undamaged,confidence,confidence_notes,annotator,split
times_square_012_h180_ann001,times_square_012,times_square_012_h180,data/streetview/images/times_square_012_h180.jpg,"40.762160,-73.983294",CAoSHENJQUJJaEJxMlE4NDJJclJBVTdRSWdMRGU4OEQ.,2026-06,© Pete Drummond,OK,40.762222,-73.9833002,streetview_metadata,,,,,,,,,,
times_square_012_h225_ann001,times_square_012,times_square_012_h225,data/streetview/images/times_square_012_h225.jpg,"40.762160,-73.983294",CAoSHENJQUJJaEJxMlE4NDJJclJBVTdRSWdMRGU4OEQ.,2026-06,© Pete Drummond,OK,40.762222,-73.9833002,streetview_metadata,,,,,,,,,,
times_square_012_h270_ann001,times_square_012,times_square_012_h270,data/streetview/images/times_square_012_h270.jpg,"40.762160,-73.983294",CAoSHENJQUJJaEJxMlE4NDJJclJBVTdRSWdMRGU4OEQ.,2026-06,© Pete Drummond,OK,40.762222,-73.9833002,streetview_metadata,,,,,,,,,,
times_square_012_h315_ann001,times_square_012,times_square_012_h315,data/streetview/images/times_square_012_h315.jpg,"40.762160,-73.983294",CAoSHENJQUJJaEJxMlE4NDJJclJBVTdRSWdMRGU4OEQ.,2026-06,© Pete Drummond,OK,40.762222,-73.9833002,streetview_metadata,,,,,,,,,,
times_square_013_h0_ann001,times_square_013,times_square_013_h0,data/streetview/images/times_square_013_h0.jpg,"40.758896,-73.985130",CAoSF0NJSE0wb2dLRUlDQWdJREVsNFd0aXdF,2018-01,© Charles Li,OK,40.75889500287303,-73.98513102491948,streetview_metadata,,,,,,,,,,
times_square_013_h45_ann001,times_square_013,times_square_013_h45,data/streetview/images/times_square_013_h45.jpg,"40.758896,-73.985130",CAoSF0NJSE0wb2dLRUlDQWdJREVsNFd0aXdF,2018-01,© Charles Li,OK,40.75889500287303,-73.98513102491948,streetview_metadata,,,,,,,,,,
times_square_013_h90_ann001,times_square_013,times_square_013_h90,data/streetview/images/times_square_013_h90.jpg,"40.758896,-73.985130",CAoSF0NJSE0wb2dLRUlDQWdJREVsNFd0aXdF,2018-01,© Charles Li,OK,40.75889500287303,-73.98513102491948,streetview_metadata,,,,,,,,,,
times_square_013_h135_ann001,times_square_013,times_square_013_h135,data/streetview/images/times_square_013_h135.jpg,"40.758896,-73.985130",CAoSF0NJSE0wb2dLRUlDQWdJREVsNFd0aXdF,2018-01,© Charles Li,OK,40.75889500287303,-73.98513102491948,streetview_metadata,,,,,,,,,,
times_square_013_h180_ann001,times_square_013,times_square_013_h180,data/streetview/images/times_square_013_h180.jpg,"40.758896,-73.985130",CAoSF0NJSE0wb2dLRUlDQWdJREVsNFd0aXdF,2018-01,© Charles Li,OK,40.75889500287303,-73.98513102491948,streetview_metadata,,,,,,,,,,
times_square_013_h225_ann001,times_square_013,times_square_013_h225,data/streetview/images/times_square_013_h225.jpg,"40.758896,-73.985130",CAoSF0NJSE0wb2dLRUlDQWdJREVsNFd0aXdF,2018-01,© Charles Li,OK,40.75889500287303,-73.98513102491948,streetview_metadata,,,,,,,,,,
times_square_013_h270_ann001,times_square_013,times_square_013_h270,data/streetview/images/times_square_013_h270.jpg,"40.758896,-73.985130",CAoSF0NJSE0wb2dLRUlDQWdJREVsNFd0aXdF,2018-01,© Charles Li,OK,40.75889500287303,-73.98513102491948,streetview_metadata,,,,,,,,,,
times_square_013_h315_ann001,times_square_013,times_square_013_h315,data/streetview/images/times_square_013_h315.jpg,"40.758896,-73.985130",CAoSF0NJSE0wb2dLRUlDQWdJREVsNFd0aXdF,2018-01,© Charles Li,OK,40.75889500287303,-73.98513102491948,streetview_metadata,,,,,,,,,,
